,name,album,artist,release_date,length,popularity,danceability,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,mood
164,rises the moon,recently,Liana Flores,2019-04-10,161929,76,0.483,0.947,0.483,0.129,0.145,0.106,-20.149,0.0349,137.35,3,1
165,Tommy's Party,Being So Normal,Peach Pit,2018-06-28,361760,67,0.565,0.122,0.565,0.438,0.0469,0.108,-8.722,0.0311,133.949,4,1
166,So Hot You're Hurting My Feelings,Take It or Leave It / So Hot You're Hurting My Feelings,Squirrel Flower,2020-05-05,209091,54,0.632,0.0924,0.632,0.376,3.2e-06,0.0917,-7.053,0.0258,140.99,4,1
167,Ivy,Blonde,Frank Ocean,2016-08-20,249191,78,0.567,0.782,0.567,0.388,0.000309,0.248,-9.579,0.0384,116.362,4,1
168,Drifty,Demos,Sjowgren,2015-04-18,237405,49,0.397,0.862,0.397,0.188,0.000615,0.126,-12.851,0.0364,184.057,3,1
169,yellow is the color of her eyes,color theory,Soccer Mommy,2020-02-28,435080,56,0.371,0.754,0.371,0.51,0.125,0.139,-7.352,0.0276,161.006,4,1
170,Marcel,Songs of Her's,Her's,2017-05-12,187571,63,0.625,0.54,0.625,0.645,0.0776,0.347,-5.959,0.0278,106.996,4,1
171,"Sea, Swallow Me",The Moon and the Melodies,Cocteau Twins,1986-11-10,189040,64,0.454,0.589,0.454,0.673,0.238,0.252,-13.425,0.0265,163.954,3,1
172,Vitamin T,Vitamin T,KERA,2019-12-11,189195,45,0.505,0.709,0.505,0.42,1.18e-05,0.124,-9.723,0.0433,105.023,4,1
173,"Call It Fate, Call It Karma",Comedown Machine,The Strokes,2013-03-25,204773,69,0.544,0.983,0.544,0.241,0.774,0.101,-14.779,0.03,109.437,4,1
174,I Wanna Be Yours,AM,Arctic Monkeys,2013-09-09,183956,80,0.464,0.136,0.464,0.417,0.022,0.0974,-9.345,0.0256,67.528,4,1
175,Teenage Blue,Illuminaughty - EP,Dreamgirl,2015-02-14,234968,62,0.178,0.837,0.178,0.461,0.0187,0.133,-7.479,0.0312,180.28,3,1
176,She,Human,dodie,2019-01-18,213611,68,0.479,0.755,0.479,0.154,0.0261,0.11,-15.051,0.0369,92.457,4,1
177,Fear,A Different Age,Current Joys,2018-03-02,216539,42,0.716,0.701,0.716,0.447,0.429,0.0855,-8.314,0.0388,93.955,4,1
178,Real Love,Masterpiece,Big Thief,2016-05-27,257385,18,0.303,0.0329,0.303,0.494,8.11e-05,0.144,-6.498,0.037,128.658,4,1
179,Love in the Time of Socialism,A Carnival of Fears,Yellow House,2017-04-20,251184,58,0.244,0.915,0.244,0.259,0.0,0.158,-9.591,0.035,76.973,4,1
180,Be My Mistake,A Brief Inquiry Into Online Relationships,The 1975,2018-11-30,256688,72,0.572,0.835,0.572,0.155,0.000137,0.0906,-14.405,0.0344,109.923,3,1
181,She Plays Bass,She Plays Bass,beabadoobee,2019-08-20,207106,57,0.447,0.000147,0.447,0.89,0.021,0.101,-3.823,0.047,136.066,4,1
182,Hurts Me Too,Atlanta Millionaires Club,Faye Webster,2019-05-24,201120,27,0.49,0.101,0.49,0.303,0.329,0.0911,-11.426,0.0281,95.588,3,1
183,Some things Cosmic,Strange Cacti,Angel Olsen,2011-04-11,174866,62,0.214,0.919,0.214,0.182,0.00465,0.113,-13.538,0.0368,143.171,4,1
184,Deep Sea,Lush,Snail Mail,2018-06-08,282400,50,0.291,0.155,0.291,0.369,0.122,0.111,-6.012,0.0312,140.21,4,1
185,Talia,Talia,King Princess,2018-04-13,207720,64,0.401,0.549,0.401,0.507,0.0,0.164,-7.001,0.089,180.159,4,1
186,Numb,Numb,Men I Trust,2019-04-12,219340,64,0.783,0.811,0.783,0.303,0.945,0.109,-14.393,0.0527,138.816,4,1
187,paranoia party,paranoia party,Frances Forever,2021-06-02,185626,48,0.515,0.698,0.515,0.427,5.47e-06,0.148,-10.166,0.0992,188.552,3,1
188,You're All I Want,You're All I Want,Cigarettes After Sex,2020-05-26,264453,60,0.438,0.357,0.438,0.47,0.821,0.113,-10.94,0.0243,92.653,4,1
189,July,THE END OF EVERYTHING,Noah Cyrus,2020-05-15,156106,82,0.708,0.868,0.708,0.186,0.0,0.0779,-8.953,0.042,72.541,4,1
190,betty,folklore,Taylor Swift,2020-07-24,294521,73,0.593,0.6,0.593,0.377,0.0,0.0976,-8.761,0.0253,95.939,4,1
191,Cut Your Bangs,Chinatown,Girlpool,2015-03-24,172988,50,0.369,0.854,0.369,0.303,0.0,0.109,-7.151,0.0314,178.03,4,1
192,Be Your Own 3am,Momentary Lapse of Happily,Adult Mom,2015-07-28,130816,50,0.52,0.752,0.52,0.318,0.0424,0.175,-10.257,0.0263,86.432,4,1
193,prom dress,the masquerade,mxmtoon,2019-09-17,197933,73,0.56,0.698,0.56,0.674,0.0,0.123,-6.048,0.0446,119.942,4,1
194,could this be love?,could this be love?,saturn 17,2019-08-25,208000,49,0.553,0.000117,0.553,0.892,0.0,0.0792,-6.622,0.0445,150.052,4,1
195,Shadows,Shadows,Kate Bollinger,2021-09-08,157616,53,0.543,0.749,0.543,0.431,0.146,0.116,-7.479,0.0612,146.0,4,1
196,mom i think im gay,Garden Spider,Boyish,2020-02-14,167926,43,0.493,0.924,0.493,0.122,6.62e-06,0.107,-15.221,0.0337,110.359,4,1
197,I'd Like To Walk Around In Your Mind,Just Another Diamond Day,Vashti Bunyan,1970,135453,55,0.212,0.92,0.212,0.186,0.00024,0.116,-16.813,0.05,174.963,3,1
198,"Dream, Ivory","Dream, Ivory","Dream, Ivory",2017-03-09,188250,63,0.537,0.0796,0.537,0.568,0.332,0.0701,-4.829,0.0285,120.064,4,1
199,This Is Home,This Is Home,Cavetown,2015-08-03,226073,76,0.811,0.56,0.811,0.266,1.05e-06,0.0962,-12.478,0.0406,130.044,4,1
200,Trees and Flowers,1982 4 Piece Demo,Strawberry Switchblade,2017-01-27,194821,55,0.426,0.432,0.426,0.732,0.292,0.0887,-5.822,0.0325,118.807,4,1
201,VBS,Home Video,Lucy Dacus,2021-06-25,236864,54,0.552,0.35,0.552,0.497,0.00126,0.25,-7.644,0.032,146.027,4,1
202,Big Star,Solar Power,Lorde,2021-08-20,167044,62,0.325,0.973,0.325,0.0471,2.22e-05,0.207,-20.674,0.0493,173.004,3,1
203,Your Dog,Clean,Soccer Mommy,2018-03-02,194009,59,0.652,0.122,0.652,0.669,0.00039,0.169,-7.797,0.0262,115.047,4,1
204,Mystery of Love,Call Me by Your Name (Original Motion Picture Soundtrack),Various Artists,2017-11-03,248964,59,0.365,0.94,0.365,0.273,0.431,0.109,-16.526,0.038,132.285,5,1
205,Columbia River,4E,Lomelda,2016-04-22,282000,44,0.456,0.906,0.456,0.129,1.47e-05,0.101,-13.469,0.032,135.349,3,1
206,Eugene,Collapsed In Sunbeams,Arlo Parks,2021-01-29,223413,61,0.618,0.779,0.618,0.59,0.00848,0.0906,-7.186,0.0428,174.266,4,1
207,Without You,Without You,Strawberry Guy,2019-07-22,228080,57,0.537,0.469,0.537,0.532,0.241,0.162,-8.651,0.0275,124.952,4,1
208,A Sad Song About a Girl I No Longer Know,Bedside Kites,Bedside Kites,2018-05-05,328421,58,0.444,0.845,0.444,0.418,0.00106,0.0747,-12.343,0.0296,81.829,4,1
209,Luna - Remastered,Siamese Dream (Deluxe Edition),The Smashing Pumpkins,1993,202320,56,0.574,0.0111,0.574,0.274,0.786,0.123,-13.553,0.0286,125.652,4,1
210,"Girl Crush - Recorded at Metropolis Studios, London",Spotify Singles,Harry Styles,2017-09-27,243804,73,0.468,0.658,0.468,0.197,0.0,0.109,-11.727,0.033,144.212,3,1
211,Another Love,Long Way Down (Deluxe),Tom Odell,2013-06-24,244360,85,0.445,0.695,0.445,0.537,1.65e-05,0.0944,-8.532,0.04,122.769,4,1
212,Easy On Me,Easy On Me,Adele,2021-10-14,224694,100,0.604,0.578,0.604,0.366,0.0,0.133,-7.519,0.0282,141.981,4,1
213,Black Hole - Acoustic Version,Black Hole (Acoustic Version),Griff,2021-03-19,175979,61,0.824,0.854,0.824,0.3,0.0,0.174,-6.678,0.0565,112.867,4,1
214,GHOST TOWN,GHOST TOWN,Benson Boone,2021-10-15,193733,85,0.391,0.389,0.391,0.335,0.0,0.102,-10.064,0.0763,174.185,3,1
215,24/5,24/5,Mimi Webb,2021-09-10,158220,75,0.559,0.403,0.559,0.763,0.0,0.127,-4.16,0.105,91.069,4,1
216,Visiting Hours,Visiting Hours,Ed Sheeran,2021-08-19,215506,82,0.471,0.77,0.471,0.396,0.0,0.0729,-6.654,0.0336,149.609,4,1
217,Train Wreck,Back from the Edge,James Arthur,2016-10-28,208826,82,0.311,0.701,0.311,0.485,0.0,0.0726,-5.726,0.0365,77.355,4,1
218,IDK You Yet,IDK You Yet,Alexander 23,2020-04-09,184638,6,0.629,0.884,0.629,0.306,0.0776,0.124,-11.735,0.0424,76.994,1,1
219,Is It Just Me? (feat. JP Cooper),Is It Just Me?,Emily Burns,2020-12-04,203300,67,0.478,0.688,0.478,0.339,0.0,0.104,-7.355,0.0544,145.441,4,1
220,Falling,Fine Line,Harry Styles,2019-12-13,240133,85,0.567,0.839,0.567,0.267,1.46e-06,0.089,-6.502,0.0299,110.011,4,1
221,Happiest Year,Happiest Year,Jaymes Young,2019-07-12,228442,79,0.501,0.885,0.501,0.167,0.0,0.111,-14.061,0.0484,112.275,3,1
222,we'll be fine,we'll be fine,Luz,2020-06-19,262960,36,0.563,0.748,0.563,0.382,0.0,0.0714,-11.138,0.0404,120.802,4,1
223,Heather,Kid Krow,Conan Gray,2020-03-20,198040,86,0.357,0.584,0.357,0.425,0.0,0.322,-7.301,0.0333,102.078,3,1
224,Shouldn't Be Thinking About You,Songs They Told Me Weren't Singles - Part 1,Jamie Grey,2021-10-21,171724,49,0.708,0.887,0.708,0.298,0.0,0.101,-8.704,0.0483,86.838,4,1
225,that way,all the things i never said,Tate McRae,2020-01-24,175026,81,0.453,0.728,0.453,0.383,0.0,0.387,-11.015,0.163,105.029,4,1
226,Conversations in the Dark,Conversations in the Dark,John Legend,2020-01-10,237426,66,0.372,0.754,0.372,0.355,0.0,0.167,-8.436,0.03,126.705,4,1
227,drivers license,drivers license,Olivia Rodrigo,2021-01-08,242013,43,0.585,0.721,0.585,0.436,1.31e-05,0.105,-8.761,0.0601,143.874,4,1
228,Learn To Let Go,Learn To Let Go,St. Lundi,2020-07-03,210094,52,0.473,0.62,0.473,0.309,0.0,0.152,-9.086,0.0332,135.791,4,1
229,Unstable (feat. The Kid LAROI),Justice,Justin Bieber,2021-03-19,158324,73,0.495,0.737,0.495,0.333,0.0,0.112,-10.109,0.0288,99.757,4,1
230,Love is Pain,Optimist,FINNEAS,2021-10-15,224278,70,0.609,0.927,0.609,0.141,0.000104,0.0923,-15.33,0.0394,78.233,4,1
231,Good Without,Good Without,Mimi Webb,2021-03-26,182121,77,0.616,0.0723,0.616,0.576,0.0,0.375,-5.495,0.0532,89.962,4,1
232,Panic Attacks in Paradise,Panic Attacks in Paradise / Maggots,Ashnikko,2021-09-29,184885,71,0.695,0.554,0.695,0.386,0.0,0.0906,-5.114,0.0337,127.947,4,1
233,Nocturnal,Nocturnal,Aaron Smith,2021-09-17,262978,52,0.391,0.883,0.391,0.242,2.81e-05,0.0729,-10.613,0.036,112.128,5,1
234,As the World Caves In,As the World Caves In,Sarah Cothran,2021-06-10,161612,51,0.372,0.436,0.372,0.255,0.0,0.33,-6.834,0.0344,114.402,1,1
235,Unconditional,For My Father,Aaron Smith,2020-08-07,203000,54,0.438,0.886,0.438,0.309,1.78e-06,0.21,-9.022,0.0565,137.705,4,1
236,Haunted House,Haunted House,Holly Humberstone,2021-04-06,133226,58,0.366,0.871,0.366,0.269,0.0,0.101,-9.197,0.0439,127.523,4,1
237,Your Power,Your Power,Billie Eilish,2021-04-29,245896,49,0.634,0.937,0.634,0.285,0.000359,0.232,-14.007,0.0807,129.65,4,1
238,Remember - Acoustic,Remember (Acoustic),Becky Hill,2021-07-09,178626,73,0.62,0.797,0.62,0.379,0.0,0.195,-8.675,0.0412,118.899,4,1
239,if this is the last time,if this is the last time,LANY,2020-07-01,203842,1,0.565,0.0175,0.565,0.586,0.0,0.204,-7.726,0.0363,147.986,4,1
240,lie to me,lie to me,Tate McRae,2020-10-14,177440,68,0.642,0.0151,0.642,0.392,0.0,0.352,-7.846,0.0372,138.065,4,1
241,If The World Was Ending,If The World Was Ending,JP Saxe,2019-10-17,208687,56,0.378,0.863,0.378,0.47,0.0,0.0954,-10.095,0.197,75.955,4,1
242,Not For Me,Not For Me,Sarah Proctor,2021-10-22,226404,45,0.55,0.737,0.55,0.302,0.0,0.0868,-14.412,0.0415,89.873,4,1
243,Back to Friends,Back to Friends,Lauren Spencer-Smith,2021-07-15,215980,67,0.749,0.82,0.749,0.319,0.0,0.0993,-9.946,0.0771,116.828,4,1
244,My Oh My,My Oh My,James Smith,2021-01-29,159381,60,0.398,0.598,0.398,0.493,0.0,0.121,-6.988,0.0728,92.548,5,1
245,Crying Over You,Crying Over You,The Band CAMINO,2020-07-31,178949,64,0.463,0.679,0.463,0.411,0.0,0.0453,-8.25,0.0414,147.3,4,1
246,Red Hearts,Red Hearts,Hana Lili,2021-09-17,263897,47,0.489,0.893,0.489,0.291,1.24e-06,0.0952,-10.015,0.0428,123.602,3,1
247,Hurt Like That,Hurt Like That,Katelyn Tarver,2021-10-21,196333,52,0.785,0.104,0.785,0.486,6.92e-05,0.0808,-7.545,0.0335,112.004,4,1
248,Body,Body,Jordan Suaste,2020-05-15,205401,65,0.452,0.627,0.452,0.325,0.0,0.0645,-8.687,0.0337,97.987,4,1
249,Loud,Loud,JC Stewart,2021-06-25,257366,52,0.33,0.242,0.33,0.424,0.000187,0.118,-7.763,0.0276,151.153,4,1
250,What A Time (feat. Niall Horan),Inner Monologue Part 1,Julia Michaels,2019-01-24,173306,84,0.516,0.662,0.516,0.467,0.0,0.0853,-6.184,0.0302,132.861,4,1
251,Unlearn (with Gracie Abrams),Unlearn (with Gracie Abrams),benny blanco,2021-03-24,155361,67,0.429,0.897,0.429,0.214,0.0,0.105,-12.261,0.242,77.849,4,1
252,I'm Not Ok,I'm Not Ok,RHODES,2020-06-19,203928,52,0.394,0.517,0.394,0.35,0.0,0.0738,-7.751,0.0323,125.941,4,1
253,could cry just thinkin about you,could cry just thinkin about you (Full Version),Troye Sivan,2021-07-09,158000,67,0.515,0.318,0.515,0.323,0.0,0.106,-11.05,0.0429,147.972,4,1
254,Falling Up,Falling Up,Dean Lewis,2021-03-05,206947,68,0.654,0.648,0.654,0.756,0.0,0.0995,-3.594,0.0534,103.551,4,1
255,Down Days,Down Days,Charlotte Jane,2021-02-19,172821,50,0.716,0.276,0.716,0.661,0.0,0.349,-4.503,0.0543,81.451,4,1
256,London's Requiem,London's Requiem,Louis Dunford,2020-11-06,302400,48,0.448,0.407,0.448,0.34,4.44e-06,0.107,-8.048,0.0337,102.696,4,1
257,Cool Girl,Cool Girl,dodie,2020-10-19,199384,56,0.73,0.872,0.73,0.205,0.0593,0.095,-15.489,0.0957,124.989,4,1
258,Runaway,Runaway (Piano Version),AURORA,2021-03-11,250040,49,0.342,0.609,0.342,0.278,8.17e-05,0.107,-9.349,0.0352,86.134,3,1
259,My Mistakes,My Mistakes,Matthew Nolan,2020-07-10,194166,1,0.464,0.878,0.464,0.268,0.0,0.0939,-10.288,0.0464,143.755,4,1
260,Blame,Blame,Grace Carter,2020-07-17,251527,63,0.34,0.781,0.34,0.398,6.08e-05,0.193,-8.156,0.0711,171.391,3,1
261,"Love Can Be So Lonely, Sometimes (feat. Gabrielle Aplin)","Love Can Be So Lonely, Sometimes (feat. Gabrielle Aplin)",Nick Wilson,2021-07-30,225256,52,0.341,0.945,0.341,0.196,1.26e-06,0.0993,-12.049,0.0442,132.287,4,1
262,Diamonds - Acoustic,Diamonds (Acoustic),Sam Smith,2020-10-09,194541,57,0.489,0.841,0.489,0.284,0.0,0.137,-8.699,0.0508,186.337,4,1
263,Seven,Seven,Claudia Valentina,2020-06-26,223826,55,0.801,0.865,0.801,0.143,0.0,0.132,-10.698,0.0475,119.891,4,1
264,I Miss You - Paddy's Song,Boxes EP,Gavin James,2020-10-02,209006,43,0.523,0.553,0.523,0.377,0.0,0.116,-7.914,0.0293,139.897,4,1
265,hurt so bad,hurt so bad,Cian Ducrot,2020-07-02,242488,0,0.461,0.337,0.461,0.452,0.0,0.269,-6.529,0.0366,168.074,3,1
266,Elsewhere,Elsewhere,Minke,2020-05-01,272727,47,0.549,0.926,0.549,0.186,0.0004,0.151,-13.781,0.0274,110.152,4,1
267,(I should) take better care,(I should) take better care,Cody Frost,2021-06-04,274946,49,0.581,0.839,0.581,0.209,2.05e-06,0.106,-7.295,0.0293,125.067,4,1
268,Bedroom Ceiling,Bedroom Ceiling,Sody,2020-05-28,180085,54,0.49,0.728,0.49,0.416,0.0,0.0694,-7.702,0.127,125.928,4,1
269,If We're Being Honest,If We're Being Honest,Novo Amor,2020-09-03,235053,52,0.498,0.888,0.498,0.432,0.617,0.136,-7.297,0.0296,132.928,4,1
270,"Boring, Happy, Beautiful","Boring, Happy, Beautiful",Sianon,2020-11-20,168522,46,0.401,0.879,0.401,0.215,0.0,0.134,-10.349,0.0649,172.109,5,1
271,Falling,Fine Line,Harry Styles,2019-12-13,240133,85,0.567,0.839,0.567,0.267,1.46e-06,0.089,-6.502,0.0299,110.011,4,1
272,Train Wreck,Back from the Edge,James Arthur,2016-10-28,208826,82,0.311,0.701,0.311,0.485,0.0,0.0726,-5.726,0.0365,77.355,4,1
273,If By Chance,Safe Haven,Ruth B.,2017-05-05,303653,71,0.405,0.881,0.405,0.279,0.0,0.0933,-8.099,0.0334,119.85,4,1
274,"Secret Love Song, Pt. II",Get Weird (Expanded Edition),Little Mix,2015-11-06,266925,68,0.558,0.754,0.558,0.361,0.0,0.0926,-8.346,0.0328,95.161,4,1
275,Love In The Dark,25,Adele,2015-11-20,285935,83,0.495,0.536,0.495,0.323,0.0,0.109,-6.901,0.0275,109.731,4,1
276,Deep End,Beautiful Lies,Birdy,2016-03-25,208840,68,0.455,0.761,0.455,0.296,0.0,0.0783,-8.513,0.0399,171.744,4,1
277,Malibu Nights,Malibu Nights,LANY,2018-10-05,286928,75,0.559,0.701,0.559,0.422,1.99e-06,0.0853,-11.89,0.195,74.002,4,1
278,Perfectly Wrong,Shawn Mendes,Shawn Mendes,2018-05-25,212773,67,0.361,0.872,0.361,0.311,0.0,0.0987,-11.748,0.0369,89.362,4,1
279,All I Want,In A Perfect World (Expanded Edition),Kodaline,2013-06-17,305746,82,0.188,0.174,0.188,0.411,0.153,0.0843,-9.733,0.0484,187.376,3,1
280,Stone Cold,Confident (Deluxe Edition),Demi Lovato,2015-01-01,191307,0,0.41,0.5,0.41,0.462,0.0,0.0975,-7.534,0.0515,139.861,3,1
281,Love in the Dark,Love in the Dark,Leroy Sanchez,2017-11-21,294545,8,0.481,0.841,0.481,0.228,0.0,0.111,-13.121,0.0315,110.065,4,1
282,The Night We Met,Strange Trails,Lord Huron,2015-04-06,208211,4,0.443,0.969,0.443,0.369,0.277,0.638,-9.514,0.0441,174.107,3,1
283,Out Of Love,The Pains Of Growing,Alessia Cara,2018-11-30,227693,76,0.481,0.8,0.481,0.267,0.0,0.249,-9.249,0.0339,117.64,3,1
284,All I Ask,25,Adele,2015-11-20,271800,2,0.592,0.889,0.592,0.28,0.0,0.124,-5.494,0.0283,141.899,4,1
285,That Should Be Me,My World 2.0,Justin Bieber,2010-01-01,232720,69,0.552,0.199,0.552,0.603,0.0,0.151,-5.71,0.0334,139.908,4,1
286,Supermarket Flowers,÷ (Deluxe),Ed Sheeran,2017-03-03,221106,77,0.589,0.914,0.589,0.242,0.0,0.0887,-10.517,0.0442,89.749,4,1
287,Jealous,Jealous,Labrinth,2014-11-21,287693,6,0.439,0.874,0.439,0.153,0.0,0.107,-8.95,0.0479,116.76,3,1
288,Bruises,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,2019-05-17,220492,81,0.736,0.946,0.736,0.308,0.0,0.186,-7.83,0.0677,111.202,4,1
289,Consequences,Camila,Camila Cabello,2018-01-12,178466,68,0.455,0.889,0.455,0.292,0.0,0.106,-6.792,0.0563,84.339,5,1
290,Be Alright,Be Alright,Dean Lewis,2018-06-29,196373,81,0.553,0.697,0.553,0.586,0.0,0.0813,-6.319,0.0362,126.684,4,1
291,Let Me Down Slowly,Let Me Down Slowly,Alec Benjamin,2018-05-25,169180,0,0.649,0.733,0.649,0.548,0.0,0.136,-5.692,0.0318,150.036,4,1
292,River Of Tears,Know-It-All (Deluxe),Alessia Cara,2016-03-11,254506,61,0.389,0.928,0.389,0.373,0.0,0.146,-5.72,0.047,90.289,4,1
293,Love You Goodbye,Made In The A.M. (Deluxe Edition),One Direction,2015-11-13,196933,67,0.546,0.0928,0.546,0.657,0.0,0.119,-4.787,0.0332,133.188,4,1
294,When We Were Young,25,Adele,2015-11-20,290900,8,0.377,0.303,0.377,0.595,0.0,0.095,-5.936,0.0489,144.464,4,1
295,Amnesia,5 Seconds Of Summer,5 Seconds of Summer,2014-06-27,237247,66,0.594,0.0343,0.594,0.497,0.0,0.162,-5.26,0.0303,101.668,4,1
296,If This is Love,Safe Haven,Ruth B.,2017-05-05,229600,58,0.279,0.592,0.279,0.454,0.0,0.124,-4.393,0.0339,178.596,3,1
297,Coaster,American Teen,Khalid,2017-04-27,199120,74,0.441,0.935,0.441,0.219,0.0,0.115,-14.586,0.0419,94.021,4,1
298,Too Good At Goodbyes,The Thrill Of It All (Special Edition),Sam Smith,2017-11-03,201000,74,0.681,0.64,0.681,0.372,0.0,0.169,-8.237,0.0432,91.873,4,1
299,I Lost a Friend,I Lost a Friend,FINNEAS,2019-05-03,237020,61,0.453,0.587,0.453,0.209,0.0,0.119,-11.917,0.223,169.316,4,1
300,Back To You - From 13 Reasons Why – Season 2 Soundtrack,Back To You (From 13 Reasons Why – Season 2 Soundtrack),Selena Gomez,2018-05-10,207904,75,0.601,0.0945,0.601,0.724,1.68e-06,0.12,-4.856,0.0486,102.061,4,1
301,Running Low,Handwritten (Revisited),Shawn Mendes,2015-11-20,274586,61,0.599,0.709,0.599,0.297,3.13e-06,0.108,-9.188,0.0301,122.314,4,1
302,Close To You,ANTI (Deluxe),Rihanna,2016-01-28,223213,66,0.494,0.895,0.494,0.17,0.0,0.139,-11.368,0.0337,80.098,4,1
303,Wasted,MKTO,MKTO,2012,184213,63,0.313,0.787,0.313,0.429,0.0,0.0863,-7.415,0.0343,77.27,4,1
304,Liability,Melodrama,Lorde,2017-06-16,171727,75,0.587,0.92,0.587,0.229,0.0,0.1,-11.254,0.128,75.67,4,1
305,It Will Rain,The Twilight Saga: Breaking Dawn - Part 1 (Original Motion Picture Soundtrack),Various Artists,2011-11-04,257720,70,0.576,0.337,0.576,0.835,0.0,0.082,-6.826,0.0486,150.017,4,1
306,In My Head,In My Head,Peter Manos,2018-05-24,214533,66,0.499,0.745,0.499,0.181,0.00123,0.106,-15.359,0.0429,111.956,4,1
307,The Fault in Our Stars,The Fault in Our Stars,Troye Sivan,2013-05-05,187194,63,0.481,0.613,0.481,0.179,2.84e-05,0.145,-21.424,0.109,74.85,4,1
308,i can't breathe,aurora,Bea Miller,2018-02-23,213986,62,0.347,0.893,0.347,0.209,0.00287,0.138,-11.152,0.0273,82.878,4,1
309,You Don't Know,Tired Eyes,Katelyn Tarver,2017-03-10,260851,17,0.56,0.734,0.56,0.315,1.26e-06,0.105,-8.532,0.05,78.06,4,1
310,Nothing Like Us,Believe Acoustic,Justin Bieber,2013-01-01,199800,64,0.546,0.987,0.546,0.155,6.02e-05,0.18,-14.378,0.0428,72.331,4,1
311,"i hate u, i love u (feat. olivia o'brien)",us,Garrett Nash,2016-03-25,251033,79,0.492,0.687,0.492,0.275,0.0,0.101,-13.4,0.3,92.6,4,1
312,when the party's over,when the party's over,Billie Eilish,2018-10-17,199931,1,0.498,0.979,0.498,0.104,7.86e-05,0.0895,-14.08,0.0621,124.001,3,1
313,In My Blood - Acoustic,In My Blood (Acoustic),Shawn Mendes,2018-05-11,212933,61,0.57,0.733,0.57,0.519,0.0,0.139,-5.671,0.0309,139.701,4,1
314,Sober,Sober,Demi Lovato,2018-06-21,197893,70,0.397,0.798,0.397,0.303,4.16e-06,0.0824,-10.413,0.11,170.22,3,1
315,Dancing On My Own,Dancing On My Own,Calum Scott,2016-03-11,260004,0,0.682,0.847,0.682,0.175,3.21e-05,0.101,-8.688,0.0313,112.661,4,1
316,Champion,Champion,Elina,2018-11-30,173237,63,0.65,0.921,0.65,0.171,0.0,0.127,-9.005,0.0519,119.522,4,1
317,You Said You'd Grow Old With Me,Wide Awake,Michael Schulte,2012-09-28,224743,67,0.531,0.905,0.531,0.347,0.0,0.0935,-7.044,0.0345,114.441,4,1
318,Is It Really Me You're Missing,"The Sun Will Come up, The Seasons Will Change",Nina Nesbitt,2019-02-01,232800,39,0.535,0.653,0.535,0.297,0.0,0.118,-6.043,0.0665,147.569,4,1
319,Someone Like You,21,Adele,2011-01-19,285240,8,0.554,0.893,0.554,0.321,0.0,0.0996,-8.251,0.028,135.047,4,1
320,Clean,Clean,Travis Atreo,2014-12-29,270000,8,0.4,0.826,0.4,0.25,0.0,0.118,-9.111,0.036,207.528,4,1
321,Lose My Mind - Acoustic,Lose My Mind (Acoustic),Dean Lewis,2017-10-20,193628,64,0.515,0.939,0.515,0.201,1.29e-06,0.0889,-10.866,0.0569,74.21,4,1
322,Robin Hood,Robin Hood,Anson Seabra,2018-09-21,221538,67,0.731,0.952,0.731,0.153,0.0,0.134,-14.409,0.0562,78.072,4,1
323,When I Was Your Man,Unorthodox Jukebox,Bruno Mars,2012-12-07,213826,84,0.612,0.932,0.612,0.28,0.0,0.088,-8.648,0.0434,72.795,4,1
324,Now,Now,Landon Austin,2018-11-26,256636,0,0.701,0.177,0.701,0.654,0.0,0.0857,-6.577,0.0837,132.08,4,1
325,Darling,Darling,Rothwell,2018-12-12,227076,52,0.492,0.95,0.492,0.189,0.0,0.266,-6.545,0.0395,128.176,3,1
326,Someone New,Goddess (Deluxe),BANKS,2014-01-01,281017,61,0.581,0.923,0.581,0.225,0.000216,0.117,-12.764,0.0333,87.12,4,1
327,Favourite Ex,Favourite Ex,Maisie Peters,2019-04-12,201694,65,0.396,0.718,0.396,0.177,0.0,0.139,-10.277,0.0378,177.215,3,1
328,Sign of the Times,Sign of the Times,Harry Styles,2017-04-07,340706,69,0.518,0.0259,0.518,0.575,0.0,0.109,-4.616,0.0302,120.019,4,1
329,Miss You More,Witness (Deluxe),Katy Perry,2017-06-09,234280,52,0.538,0.221,0.538,0.48,0.0,0.113,-8.075,0.0335,123.808,4,1
330,The Letter,You Should Be Here,Kehlani,2015-04-28,232169,51,0.448,0.855,0.448,0.241,0.0,0.124,-8.643,0.0328,131.259,4,1
331,Solo,Solo,Dan Berk,2018-06-15,198712,56,0.489,0.749,0.489,0.314,0.0,0.113,-9.245,0.0331,124.234,4,1
332,Too Much To Ask,Flicker (Deluxe),Niall Horan,2017-10-20,223043,73,0.443,0.371,0.443,0.533,0.0,0.128,-6.548,0.0396,77.344,4,1
333,I Don't Wanna See You with Her,I Don't Wanna See You with Her,Maria Mena,2015-11-06,223786,54,0.562,0.0987,0.562,0.517,0.0,0.125,-6.319,0.0314,141.819,4,1
334,The Love You Left Behind,The Love You Left Behind,Michael Schulte,2018-12-14,194546,56,0.461,0.855,0.461,0.29,0.0,0.103,-7.999,0.0349,144.739,4,1
335,Stone,Feel Something,Jaymes Young,2017-06-23,216573,56,0.565,0.792,0.565,0.255,2.07e-06,0.0986,-12.151,0.0322,110.015,4,1
