,name,album,artist,release_date,length,popularity,key,mode,valence,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,mood
1812,colorblind (acoustic),colorblind (acoustic),Mokita,2021-10-29,264593,46,2,1,0.53,0.568,0.73,0.38,7.44e-06,0.355,-11.31,0.0359,139.934,4,1
1813,all the kids are depressed,glisten,Jeremy Zucker,2018-05-04,169973,78,9,1,0.707,0.773,0.836,0.437,2.42e-05,0.544,-8.281,0.0963,103.861,4,1
1814,Viking,Personas,BLIND AND OBLIVIOUS,2021-10-28,217650,34,8,0,0.0798,0.282,0.913,0.333,0.000148,0.105,-9.058,0.0318,124.891,4,1
1815,Talk of The Town,"Take It From Me, I Know",Allegra Jordyn,2021-10-29,212440,27,11,0,0.227,0.487,0.413,0.376,3.16e-05,0.164,-8.701,0.0339,144.942,3,1
1816,Legends,Legends,Juice WRLD,2018-06-22,191840,78,4,1,0.381,0.594,0.115,0.798,0.0,0.143,-5.244,0.0844,142.049,4,1
1817,Nice Guy Intro,MR NICE GUY,17dreams,2021-06-25,153470,18,4,1,0.331,0.758,0.0116,0.439,1.3e-06,0.147,-11.198,0.0511,93.977,4,1
1818,U The Sh*t,Trophy,Jay Burna,2021-10-29,233684,45,1,1,0.689,0.65,0.223,0.669,0.0,0.0709,-6.798,0.0853,75.998,4,1
1819,See You Soon,See You Soon,Siimon,2021-01-26,167333,18,4,1,0.365,0.341,0.856,0.382,0.0,0.0844,-8.218,0.027,83.662,4,1
1820,Memories,Memories,Obi Ben,2021-11-12,179294,14,8,0,0.156,0.431,0.0706,0.452,2.05e-06,0.31,-11.28,0.0477,85.617,4,1
1821,Jocelyn Flores,17,XXXTENTACION,2017-08-25,119133,86,0,0,0.437,0.872,0.469,0.391,4.13e-06,0.297,-9.144,0.242,134.021,4,1
1822,Feel Again (Feat. Au/Ra),Things I Wanted To Tell You,Kina,2020-04-24,139354,56,5,1,0.224,0.487,0.24,0.384,0.0,0.124,-10.594,0.0587,78.138,4,1
1823,Nashville,Nashville,Casey Derhak,2021-09-15,237520,33,7,1,0.564,0.738,0.19,0.519,7.45e-05,0.102,-7.066,0.0531,141.954,4,1
1824,Do We Tremble at Night?,Do We Tremble at Night?,Antisolar,2021-10-15,217400,15,11,0,0.152,0.615,0.0635,0.542,0.048,0.133,-9.369,0.0295,130.036,4,1
1825,Wait A Minute,Wait A Minute,Bad Heart,2021-10-10,222391,32,4,0,0.348,0.679,0.772,0.409,0.00434,0.103,-6.901,0.0264,115.2,4,1
1826,Life's A Mess (feat. Halsey),Life's A Mess (feat. Halsey),Juice WRLD,2020-07-06,202205,0,1,1,0.186,0.636,0.335,0.448,0.0,0.17,-8.969,0.0359,143.124,4,1
1827,Gasoline,Gasoline,Timi Temple,2021-10-29,186891,20,6,0,0.748,0.542,0.0115,0.709,0.00191,0.0727,-5.717,0.0677,164.084,4,1
1828,Space,Space,Chanelle Ray,2021-10-22,280966,41,11,1,0.41,0.402,0.297,0.423,0.063,0.344,-11.15,0.0594,94.71,4,1
1829,Hurt Me,Hurt Me,Suriel Hess,2021-10-22,182979,52,8,1,0.157,0.768,0.639,0.435,8.09e-05,0.122,-9.651,0.0857,120.003,4,1
1830,Borrowed Time,Borrowed Time,Kristopher,2021-02-07,217967,18,0,1,0.0936,0.627,0.757,0.299,0.000251,0.139,-9.858,0.032,99.651,4,1
1831,More Than Malibu,More Than Malibu,Frank Legeay,2021-10-29,220339,36,0,1,0.576,0.55,0.048,0.819,0.0,0.121,-5.284,0.0437,136.007,4,1
1832,Star Shopping,Star Shopping,Lil Peep,2015,142000,84,4,0,0.323,0.585,0.0967,0.471,0.0184,0.115,-9.934,0.0616,93.099,4,1
1833,SOCIAL BAE,SOCIAL BAE,KENT WADE,2021-08-04,218749,24,10,0,0.664,0.663,0.000222,0.909,1.68e-06,0.111,-2.766,0.0426,125.006,4,1
1834,Triumph,Bad Vibes Forever,XXXTENTACION,2019-12-06,166032,63,5,1,0.141,0.446,0.718,0.407,0.0,0.0732,-3.056,0.031,81.041,4,1
1835,Miss Me - Demo,Without You,Lauv,2020-06-24,118920,0,3,1,0.205,0.662,0.553,0.449,0.0,0.201,-7.258,0.0883,73.973,4,1
1836,Alone With You,Alone With You,Szaby,2021-11-05,177777,44,11,1,0.392,0.599,0.25,0.755,0.0,0.104,-5.639,0.154,108.018,4,1
1837,Lost Boy,Lost Boy,Ruth B.,2015-08-21,275280,75,7,1,0.348,0.71,0.965,0.0565,0.0,0.0889,-15.099,0.0534,123.994,4,1
1838,Favorite Mistake,TAKE TIME,Giveon,2020-03-27,172907,68,7,0,0.138,0.535,0.777,0.409,0.0,0.129,-9.517,0.0855,170.123,4,1
1839,X's & O's,virgo,Jasmine Clarke,2021-09-13,187572,23,10,0,0.482,0.888,0.212,0.247,0.0,0.0563,-15.366,0.171,102.965,4,1
1840,Motions,Motions,Lil Gemi,2021-01-08,198561,32,11,0,0.567,0.779,0.265,0.492,1.44e-06,0.0952,-9.739,0.0899,138.997,4,1
1841,Runway Affairs,Runway Affairs,Ian Henry,2020-11-02,180000,18,7,1,0.0597,0.647,0.68,0.389,0.0056,0.122,-9.367,0.154,159.933,4,1
1842,Arcade (feat. FLETCHER),Arcade (feat. FLETCHER),Duncan Laurence,2020-11-27,187453,56,0,1,0.267,0.446,0.815,0.395,0.00216,0.128,-9.328,0.0365,71.944,3,1
1843,A Little Lonely,A Little Lonely,SIIGHTS,2020-11-06,177271,36,5,0,0.274,0.584,0.806,0.235,0.0,0.114,-9.784,0.0349,75.275,1,1
1844,Toxic Air,Toxic Air,Aprilann,2020-10-09,232636,19,9,0,0.343,0.659,0.253,0.576,0.0,0.102,-8.193,0.0372,109.969,4,1
1845,Hurry Home (with beabadoobee & Jay Som),Hurry Home (with beabadoobee & Jay Som),No Rome,2020-05-29,236048,46,5,1,0.325,0.603,0.216,0.688,1.74e-05,0.123,-7.846,0.0374,147.962,4,1
1846,Overused (feat. gnash),Overused (feat. gnash),Clara Mae,2020-05-22,161195,45,0,1,0.681,0.503,0.647,0.525,0.0,0.104,-7.79,0.134,115.6,4,1
1847,that way,all the things i never said,Tate McRae,2020-01-24,175026,81,0,1,0.333,0.453,0.728,0.383,0.0,0.387,-11.015,0.163,105.029,4,1
1848,505,Favourite Worst Nightmare,Arctic Monkeys,2007-04-22,253586,80,0,1,0.248,0.526,0.00287,0.866,7.78e-05,0.0945,-5.822,0.0568,140.266,4,1
1849,I Wanna Be Yours,AM,Arctic Monkeys,2013-09-09,183956,81,0,0,0.479,0.464,0.136,0.417,0.022,0.0974,-9.345,0.0256,67.528,4,1
1850,Why'd You Only Call Me When You're High?,AM,Arctic Monkeys,2013-09-09,161123,84,2,1,0.8,0.691,0.0483,0.631,1.13e-05,0.104,-6.478,0.0368,92.004,4,1
1851,Do I Wanna Know?,AM,Arctic Monkeys,2013-09-09,272394,84,5,1,0.405,0.548,0.186,0.532,0.000263,0.217,-7.596,0.0323,85.03,4,1
1852,Daddy Issues,Wiped Out!,The Neighbourhood,2015-10-30,260173,86,10,1,0.337,0.588,0.0678,0.521,0.149,0.123,-9.461,0.0329,85.012,4,1
1853,Sweater Weather,I Love You.,The Neighbourhood,2013-04-19,240400,90,10,1,0.398,0.612,0.0495,0.807,0.0177,0.101,-2.81,0.0336,124.053,4,1
1854,idfc,deadroses,blackbear,2015-02-14,245172,79,1,0,0.315,0.63,0.611,0.5,4.04e-05,0.114,-8.755,0.0611,144.871,4,1
1855,R U Mine?,AM,Arctic Monkeys,2013-09-09,201726,79,6,0,0.619,0.288,0.00616,0.758,0.0,0.303,-5.692,0.0371,97.094,4,1
1856,Cherry Wine - Live,Hozier,Hozier,2014-07-20,240147,67,1,1,0.228,0.418,0.953,0.111,0.00342,0.0982,-14.848,0.0389,82.508,4,1
1857,Pluto Projector,Pony,Rex Orange County,2019-10-25,267520,78,5,1,0.188,0.379,0.707,0.219,0.000691,0.118,-11.196,0.0307,79.786,4,1
1858,Line Without a Hook,Montgomery Ricky,Ricky Montgomery,2016-04-08,249586,80,8,1,0.507,0.432,0.262,0.652,0.0,0.258,-4.969,0.0285,190.028,3,1
1859,La La La,Hotel Cabana (Deluxe Version),Naughty Boy,2013-01-01,222200,71,6,0,0.262,0.772,0.107,0.65,1.13e-06,0.0905,-5.202,0.0306,125.083,4,1
1860,Television / So Far So Good,Apricot Princess,Rex Orange County,2017-04-26,262600,81,5,1,0.318,0.405,0.592,0.505,0.0,0.121,-7.75,0.0458,164.971,4,1
1861,Corduroy Dreams,Bcos U Will Never B Free,Rex Orange County,2016-11-07,206974,73,4,1,0.222,0.608,0.653,0.305,0.0,0.103,-14.037,0.053,113.818,4,1
1862,Someone To Stay,Someone To Stay,Vancouver Sleep Clinic,2016-11-04,254013,61,1,1,0.242,0.436,0.588,0.473,4.35e-05,0.103,-7.24,0.0307,108.906,4,1
1863,This Side of Paradise,Color,Coyote Theory,2020-12-11,242010,78,9,1,0.321,0.306,0.432,0.664,7.5e-06,0.135,-6.07,0.0276,158.283,4,1
1864,I Hear a Symphony,Flying,Cody Fry,2017-10-06,185176,75,10,1,0.394,0.207,0.925,0.243,0.0342,0.118,-8.181,0.0306,171.648,4,1
1865,Let Her Go,All The Little Lights,Passenger,2012,252866,12,7,1,0.244,0.509,0.385,0.538,0.0,0.104,-7.335,0.0572,75.089,4,1
1866,Little Talks,My Head Is An Animal,Of Monsters and Men,2012-01-01,266600,80,1,1,0.417,0.457,0.0206,0.757,0.0,0.146,-5.177,0.032,102.961,4,1
1867,The Less I Know The Better,Currents,Tame Impala,2015-07-17,216320,84,4,1,0.785,0.64,0.0115,0.74,0.00678,0.167,-4.083,0.0284,116.879,4,1
1868,Cupid's Chokehold / Breakfast in America,The Papercut Chronicles,Gym Class Heroes,2005-02-22,243773,79,1,0,0.619,0.72,0.237,0.744,0.0,0.255,-6.938,0.12,78.953,4,1
1869,Burning Pile,O My Heart,Mother Mother,2008-09-23,262173,78,5,1,0.165,0.516,0.0633,0.755,0.00103,0.107,-3.724,0.0383,140.099,4,1
1870,Knee Socks,AM,Arctic Monkeys,2013-09-09,257563,71,11,0,0.587,0.665,0.123,0.542,0.00291,0.342,-8.323,0.033,97.975,4,1
1871,Apocalypse,Cigarettes After Sex,Cigarettes After Sex,2017-06-09,290616,78,5,1,0.182,0.37,0.0205,0.467,0.572,0.109,-9.013,0.0273,94.485,4,1
1872,Nothing's Gonna Hurt You Baby,EP I.,Cigarettes After Sex,2012-07-21,286293,70,4,1,0.101,0.508,0.259,0.33,0.154,0.114,-14.071,0.0265,96.818,4,1
1873,K.,Cigarettes After Sex,Cigarettes After Sex,2017-06-09,320030,71,3,1,0.327,0.454,0.139,0.4,0.846,0.137,-10.261,0.0265,93.719,4,1
1874,You're All I Want,You're All I Want,Cigarettes After Sex,2020-05-26,264453,67,5,1,0.277,0.233,0.363,0.471,0.828,0.113,-10.947,0.0294,182.161,4,1
1875,Heavenly,Cry,Cigarettes After Sex,2019-10-25,286773,68,8,1,0.127,0.535,0.669,0.437,0.688,0.11,-9.187,0.0248,105.22,4,1
1876,we fell in love in october,we fell in love in october / forget her,girl in red,2018-11-21,184153,84,7,1,0.237,0.566,0.113,0.366,0.181,0.155,-12.808,0.028,129.959,4,1
1877,Painkiller,Prom Queen,Beach Bunny,2018-08-10,216146,63,4,1,0.482,0.371,0.000272,0.778,0.000311,0.169,-7.969,0.0497,122.719,4,1
1878,Prom Queen,Prom Queen,Beach Bunny,2018-08-10,136562,78,4,1,0.751,0.528,0.000391,0.797,0.011,0.14,-7.487,0.0485,143.785,4,1
1879,Swing Lynn,I'm Sure,Harmless,2012-08-14,321438,78,2,1,0.477,0.462,0.0536,0.945,0.746,0.11,-1.887,0.0399,165.153,4,1
1880,Hayloft,O My Heart,Mother Mother,2008-09-23,181680,80,9,0,0.49,0.527,0.00475,0.922,0.000162,0.422,-2.666,0.0728,95.975,4,1
1881,Fluorescent Adolescent,Favourite Worst Nightmare,Arctic Monkeys,2007-04-22,183893,75,1,0,0.79,0.654,0.00146,0.828,0.000144,0.122,-5.377,0.0281,112.056,4,1
1882,Freaks,Buds,Surf Curse,2015-05-10,147036,22,9,1,0.403,0.346,4.16e-05,0.944,0.565,0.0546,-9.874,0.0485,179.63,4,1
1883,happier,SOUR,Olivia Rodrigo,2021-05-21,175933,87,6,1,0.338,0.395,0.765,0.443,9.67e-06,0.0839,-9.72,0.133,168.924,3,1
1884,good 4 u,SOUR,Olivia Rodrigo,2021-05-21,178146,94,9,1,0.688,0.563,0.335,0.664,0.0,0.0849,-5.044,0.154,166.928,4,1
1885,Wires,I'm Sorry...,The Neighbourhood,2013-05-08,193080,71,7,0,0.266,0.568,0.0004,0.569,0.102,0.342,-6.013,0.0329,72.991,4,1
1886,Somebody Else,Somebody Else,The 1975,2016-02-16,347525,41,0,1,0.459,0.618,0.204,0.793,0.0154,0.126,-5.711,0.0601,101.015,4,1
1887,A Little Death,"Thank You,",The Neighbourhood,2012-12-18,209706,62,6,0,0.338,0.53,0.0026,0.763,1.86e-06,0.105,-4.712,0.0332,88.013,4,1
1888,Afraid,I Love You.,The Neighbourhood,2013-04-19,251186,76,6,0,0.356,0.464,0.00892,0.701,0.309,0.335,-5.693,0.0411,83.996,4,1
1889,I Can't Handle Change,I Can't Handle Change,Roar,2010-03-14,198213,82,5,1,0.39,0.247,0.0447,0.438,0.000867,0.111,-8.478,0.0358,185.711,3,1
1890,Space Song,Depression Cherry,Beach House,2015-08-28,320466,71,0,0,0.625,0.509,0.218,0.79,0.125,0.144,-7.105,0.0293,147.073,4,1
1891,Save Me,17,XXXTENTACION,2017-08-25,163201,70,9,0,0.191,0.731,0.307,0.204,0.0109,0.0989,-11.314,0.0369,142.141,4,1
1892,Take Me To Church,Hozier,Hozier,2014-07-20,241688,83,4,0,0.437,0.566,0.634,0.664,0.0,0.116,-5.303,0.0464,128.945,4,1
1893,Teenagers,The Black Parade,My Chemical Romance,2006-10-23,161920,84,4,1,0.856,0.463,0.0506,0.857,0.0,0.184,-3.063,0.0632,111.647,4,1
1894,Another Love,Long Way Down (Deluxe),Tom Odell,2013-06-24,244360,85,4,0,0.131,0.445,0.695,0.537,1.65e-05,0.0944,-8.532,0.04,122.769,4,1
1895,Depression & Obsession,17,XXXTENTACION,2017-08-25,144733,72,11,0,0.527,0.769,0.585,0.156,0.015,0.102,-10.7,0.035,105.95,4,1
1896,As the World Caves In,As the World Caves In,Matt Maltese,2017-03-06,218754,77,10,1,0.18,0.331,0.365,0.45,0.00464,0.22,-5.362,0.034,123.829,4,1
1897,Untitled,Apricot Princess,Rex Orange County,2017-04-26,135706,67,9,1,0.329,0.567,0.905,0.199,0.0,0.131,-9.601,0.101,83.827,5,1
1898,Sweet Scar,Sweet Scar,Weird Genius,2017-09-07,194854,65,0,1,0.417,0.529,0.246,0.857,0.0,0.0989,-1.183,0.0385,150.143,4,1
1899,favorite crime,SOUR,Olivia Rodrigo,2021-05-21,152666,86,9,1,0.218,0.369,0.866,0.272,0.0,0.147,-10.497,0.0364,172.929,4,1
1900,Mr Loverman,Montgomery Ricky,Ricky Montgomery,2016-04-08,216880,80,0,1,0.488,0.639,0.245,0.526,2.43e-05,0.25,-6.697,0.0256,130.033,3,1
1901,The Beach,Wiped Out!,The Neighbourhood,2015-10-30,255133,76,2,0,0.105,0.245,0.131,0.64,8.11e-06,0.0766,-7.426,0.0608,135.739,4,1
1902,Where'd All the Time Go?,"Shame, Shame (Deluxe Edition)",Dr. Dog,2010-11-02,234800,78,2,1,0.575,0.454,0.132,0.82,0.000969,0.115,-4.193,0.0567,166.303,4,1
1903,brutal,SOUR,Olivia Rodrigo,2021-05-21,143746,83,4,1,0.28,0.672,0.0311,0.526,1.37e-06,0.28,-6.446,0.0599,123.999,4,1
1904,Black Out Days,Ramai dan Trending,Various Artists,2021-06-28,227160,19,4,0,0.43,0.542,0.00506,0.795,0.019,0.0851,-3.63,0.0367,92.234,4,1
1905,worthless,the way we used to love.,eli.,2019-02-22,270240,61,9,1,0.0832,0.675,0.016,0.53,0.0,0.111,-4.196,0.0385,124.991,4,1
1906,traitor,SOUR,Olivia Rodrigo,2021-05-21,229226,91,3,1,0.0849,0.38,0.691,0.339,0.0,0.12,-7.885,0.0338,100.607,4,1
1907,Hell Shell,Nudy Land,Young Nudy,2017-09-13,162526,78,0,0,0.679,0.853,0.000909,0.514,0.0222,0.185,-5.445,0.246,129.963,4,1
1908,Washing Machine Heart,Be the Cowboy,Mitski,2018-08-17,128198,55,9,1,0.581,0.617,0.00999,0.821,0.494,0.426,-4.085,0.026,106.0,4,1
1909,XO Tour Llif3,Luv Is Rage 2,Lil Uzi Vert,2017-08-25,182706,83,11,0,0.401,0.732,0.00264,0.75,0.0,0.109,-6.366,0.231,155.096,4,1
1910,Aahhyeahh,Essentials,Oliver Francis,2017-04-03,185491,60,3,1,0.0626,0.631,0.0223,0.675,0.136,0.358,-9.83,0.0634,144.985,4,1
1911,Young,Vibes,Vacations,2016-12-09,189160,81,7,1,0.594,0.498,0.00392,0.81,0.00717,0.0635,-4.065,0.0263,79.935,4,1
1912,EVERYTHING,TEAM BABY,The Black Skirts,2017-05-30,293000,68,6,1,0.387,0.54,0.651,0.373,0.927,0.146,-8.591,0.0278,119.843,4,1
1913,"jealousy, jealousy",SOUR,Olivia Rodrigo,2021-05-21,173160,85,10,0,0.699,0.695,0.198,0.575,0.0,0.0614,-6.334,0.116,163.929,4,1
1914,Landslide,Oh Wonder,Oh Wonder,2015-09-04,208229,58,1,1,0.325,0.624,0.748,0.423,8.18e-05,0.103,-8.757,0.0628,81.299,4,1
1915,Location Unknown ◐ (feat. BEKA) - Brooklyn Session,Love Me / Love Me Not (Sessions),HONNE,2018,328050,68,5,1,0.395,0.508,0.941,0.293,0.0,0.0787,-7.47,0.0441,91.509,4,1
1916,Not Allowed,Who Really Cares,TV Girl,2016-02-25,167864,81,1,1,0.563,0.67,0.669,0.905,0.000227,0.349,-6.855,0.129,104.965,4,1
1917,Sports,Sports,Beach Bunny,2018-01-01,164165,74,9,1,0.524,0.231,0.000653,0.877,0.026,0.0694,-5.278,0.0574,186.142,4,1
1918,Happier Than Ever,Happier Than Ever,Billie Eilish,2021-07-30,298899,93,0,1,0.297,0.332,0.767,0.225,0.00349,0.128,-8.697,0.0348,81.055,3,1
1919,Better,Suncity,Khalid,2018-10-18,229320,78,0,0,0.112,0.596,0.0765,0.552,0.334,0.104,-10.278,0.097,97.949,4,1
1920,Pain,Pain,PinkPantheress,2021-06-07,98544,79,1,1,0.81,0.829,0.227,0.617,0.00306,0.0618,-8.497,0.14,125.605,4,1
1921,Left Hand Free - Extended Version,This Is All Yours,alt-J,2014-09-19,173626,55,3,1,0.802,0.697,0.462,0.877,0.00943,0.083,-4.465,0.0462,101.99,4,1
1922,Paralyzed,Paralyzed,Sueco,2021-08-13,162805,78,0,0,0.376,0.587,0.00126,0.847,2.29e-06,0.111,-5.273,0.0594,149.954,4,1
1923,5% TINT,ASTROWORLD,Travis Scott,2018-08-03,196138,79,4,0,0.062,0.712,0.173,0.481,0.0,0.241,-5.415,0.0487,140.0,4,1
1924,Moral of the Story,Ashlyn,Ashe,2021-05-07,201016,68,10,1,0.269,0.569,0.593,0.403,4.49e-06,0.102,-8.618,0.0439,119.819,4,1
1925,Be My Mistake,A Brief Inquiry Into Online Relationships,The 1975,2018-11-30,256688,72,6,1,0.0949,0.572,0.835,0.155,0.000137,0.0906,-14.405,0.0344,109.923,3,1
1926,It's Not Living (If It's Not With You),A Brief Inquiry Into Online Relationships,The 1975,2018-11-30,248335,70,1,1,0.526,0.618,0.000254,0.837,0.000378,0.0618,-5.338,0.0304,121.227,4,1
1927,Robbers,The 1975,The 1975,2013-01-01,254509,69,4,1,0.381,0.621,0.000363,0.692,1.75e-05,0.335,-6.858,0.0291,99.806,4,1
1928,Girls,The 1975,The 1975,2013-01-01,254620,60,11,1,0.906,0.657,0.00392,0.913,0.00149,0.466,-4.984,0.0528,108.036,4,1
1929,Sweet,Cigarettes After Sex,Cigarettes After Sex,2017-06-09,292110,67,6,1,0.115,0.45,0.353,0.511,0.766,0.139,-9.073,0.0276,96.563,4,1
1930,Affection,Affection,Cigarettes After Sex,2015-01-01,311000,63,7,1,0.251,0.403,0.5,0.417,0.889,0.105,-11.252,0.0257,89.966,4,1
1931,It's Not The Same Anymore,Pony,Rex Orange County,2019-10-25,386200,70,5,1,0.359,0.666,0.873,0.317,3.74e-05,0.111,-10.644,0.0327,117.676,4,1
1932,The Night We Met,Strange Trails,Lord Huron,2015-04-06,208211,82,2,1,0.102,0.544,0.969,0.369,0.279,0.639,-9.514,0.038,87.01,3,1
1933,Stranger,Foreplay,Mild Orange,2018-04-18,218370,44,8,0,0.46,0.557,0.459,0.494,0.214,0.104,-7.464,0.0256,151.989,3,1
1934,idfc,dead,blackbear,2015-06-02,207026,83,4,0,0.455,0.718,0.0764,0.422,0.0,0.17,-9.115,0.0621,144.678,4,1
1935,Dark Red,Dark Red,Steve Lacy,2017-02-20,173104,88,6,1,0.775,0.603,0.449,0.783,7.96e-06,0.119,-4.023,0.062,172.041,4,1
1936,Soap,Cry Baby (Deluxe Edition),Melanie Martinez,2015-08-14,209426,77,6,0,0.213,0.595,0.254,0.689,5.44e-06,0.129,-6.107,0.148,168.112,4,1
1937,Feel Like God,Feel Like God,gazzzy,2021-03-10,155951,76,1,1,0.118,0.819,0.0585,0.35,0.243,0.109,-10.433,0.062,121.966,4,1
1938,Cold (feat. Future),Red Pill Blues (Deluxe),Maroon 5,2018-06-15,234308,75,9,0,0.412,0.693,0.14,0.717,0.0,0.0464,-6.346,0.107,99.836,4,1
1939,Dead Man Walking,Dead Man Walking,Brent Faiyaz,2020-09-18,247079,77,9,0,0.439,0.505,0.279,0.267,0.0,0.096,-13.763,0.05,143.929,4,1
1940,No. 1 Party Anthem,AM,Arctic Monkeys,2013-09-09,243131,66,0,1,0.599,0.505,0.33,0.698,0.0887,0.0966,-5.563,0.0297,115.013,4,1
1941,Jocelyn Flores,17,XXXTENTACION,2017-08-25,119133,86,0,0,0.437,0.872,0.469,0.391,4.13e-06,0.297,-9.144,0.242,134.021,4,1
1942,Everybody Dies In Their Nightmares,17,XXXTENTACION,2017-08-25,95466,85,7,0,0.689,0.734,0.847,0.57,2.14e-05,0.112,-7.066,0.133,129.953,4,1
1943,Hope,?,XXXTENTACION,2018-03-16,110886,85,9,0,0.225,0.592,0.661,0.457,0.000331,0.146,-6.081,0.0603,146.04,4,1
1944,NUMB,?,XXXTENTACION,2018-03-16,186267,75,11,0,0.196,0.414,0.1,0.416,0.179,0.131,-8.024,0.0251,159.91,4,1
1945,Look At Me!,Look At Me!,XXXTENTACION,2017-02-20,126345,82,1,1,0.349,0.763,0.259,0.726,0.0,0.0976,-6.405,0.282,139.059,4,1
1946,Good Days,Good Days,SZA,2020-12-25,279204,83,1,0,0.412,0.436,0.499,0.655,8.1e-06,0.688,-8.37,0.0583,121.002,4,1
1947,Strawberries & Cigarettes,Strawberries & Cigarettes,Troye Sivan,2018-03-16,201538,81,9,1,0.25,0.578,0.162,0.537,0.0,0.076,-8.676,0.0832,83.909,4,1
1948,Chasing Cars,Chasing Cars,Sleeping At Last,2015-04-23,240426,55,11,1,0.279,0.478,0.975,0.181,3.37e-06,0.0795,-8.731,0.0327,108.346,4,1
1949,Dancing On My Own,Only Human (Deluxe),Calum Scott,2018-03-09,260285,82,1,1,0.231,0.681,0.837,0.174,3.35e-05,0.0983,-8.745,0.0315,112.672,4,1
1950,Already Gone,"Covers, Vol. 2",Sleeping At Last,2016-11-04,243007,72,3,1,0.298,0.418,0.954,0.248,4.21e-06,0.108,-9.997,0.0451,130.953,4,1
1951,Not About Angels,Not About Angels,Birdy,2014-04-13,189475,73,0,1,0.219,0.405,0.964,0.111,4.37e-05,0.0872,-11.879,0.0369,116.86,4,1
1952,Chasing Cars,"Covers, Vol. 2",Sleeping At Last,2016-11-04,242564,64,11,1,0.277,0.467,0.974,0.157,1.46e-06,0.0816,-9.649,0.0336,108.13,4,1
1953,Turning Page,Turning Page,Sleeping At Last,2012-06-18,255893,74,3,1,0.189,0.307,0.923,0.371,0.0253,0.11,-8.498,0.0288,115.241,3,1
1954,I'm Gonna Be (500 Miles),"Covers, Vol. 1",Sleeping At Last,2014-05-16,211787,55,4,1,0.258,0.394,0.966,0.228,3.81e-05,0.113,-12.584,0.0431,104.625,4,1
1955,Skinny Love,Birdy (Deluxe Version),Birdy,2011-11-04,201080,61,4,1,0.169,0.379,0.952,0.29,0.00106,0.118,-8.485,0.051,166.467,4,1
1956,How to Save a Life,How To Save A Life,The Fray,2005-09-13,262533,80,10,1,0.361,0.64,0.269,0.743,0.0,0.101,-4.08,0.0379,122.035,4,1
1957,All I Want,The Fault In Our Stars: Music From The Motion Picture,Various Artists,2014-05-19,305946,0,0,1,0.142,0.299,0.146,0.432,0.17,0.0782,-9.099,0.0384,125.125,4,1
1958,Angels,American Teen,Khalid,2017-04-27,170680,62,6,0,0.204,0.472,0.959,0.265,0.000499,0.1,-10.059,0.0356,111.558,4,1
1959,Get You (feat. Kali Uchis),Freudian,Daniel Caesar,2017-08-25,278179,79,4,0,0.358,0.658,0.422,0.294,5.2e-05,0.0749,-8.533,0.0321,74.038,4,1
1960,changes,?,XXXTENTACION,2018-03-16,121886,81,11,1,0.52,0.669,0.883,0.308,0.0,0.0984,-10.068,0.029,64.934,4,1
1961,Lay Me Down,In The Lonely Hour,Sam Smith,2014-05-26,253208,68,4,1,0.172,0.417,0.773,0.332,1.95e-05,0.109,-9.482,0.0494,119.156,4,1
1962,Strong,If You Wait,London Grammar,2013-09-10,265613,48,10,1,0.297,0.57,0.737,0.397,3.54e-05,0.082,-11.091,0.0322,78.013,4,1
1963,To Build A Home,Ma Fleur,The Cinematic Orchestra,2007-06-05,370666,69,9,1,0.0774,0.264,0.885,0.128,0.352,0.105,-15.443,0.034,148.499,4,1
1964,The Scientist,Fifty Shades Darker (Original Motion Picture Soundtrack),Various Artists,2017-02-10,196040,62,10,1,0.156,0.306,0.807,0.229,0.000269,0.112,-11.112,0.0331,85.492,4,1
1965,Piece by Piece - Idol Version,Piece by Piece (Idol Version),Kelly Clarkson,2016-02-29,211674,46,1,1,0.384,0.562,0.904,0.252,0.0,0.0838,-6.331,0.0351,109.596,4,1
1966,i love you,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,2019-03-29,291796,80,0,1,0.12,0.421,0.952,0.131,0.00453,0.109,-18.435,0.0382,137.446,4,1
1967,Unthinkable,Unthinkable,Smiley,2019-05-01,178604,53,6,0,0.473,0.673,0.674,0.478,0.0,0.093,-11.083,0.093,85.962,4,1
1968,Get You The Moon (feat. Snøw),Get You The Moon (feat. Snøw),Kina,2018-10-08,179080,81,1,0,0.0895,0.498,0.72,0.235,0.0,0.144,-16.541,0.188,118.917,4,1
1969,Lose You To Love Me,Lose You To Love Me,Selena Gomez,2019-10-23,206458,22,4,1,0.0916,0.505,0.576,0.34,0.0,0.21,-9.005,0.0438,101.993,4,1
1970,Can We Kiss Forever?,Can We Kiss Forever?,Kina,2018-08-31,187898,0,4,1,0.119,0.493,0.898,0.13,0.0223,0.0941,-18.725,0.0369,109.852,4,1
1971,Someone You Loved,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,2019-05-17,182160,87,1,1,0.446,0.501,0.751,0.405,0.0,0.105,-5.679,0.0319,109.891,4,1
1972,If You Want Love,Perception,NF,2017-10-06,199386,76,0,1,0.245,0.551,0.659,0.386,0.0,0.125,-10.22,0.132,116.409,1,1
